Salario;lat;lon;Cidade
19.20;-199.102;-439.266;Belo Horizonte
19.33;-191.083;-466.961;Serra do Salitre
19.47;-195.811;-426.471;Timoteo
19.50;-195.902;-469.438;Araxa
19.50;-215.556;-454.364;Varginha
19.50;-196.883;-439.239;Vespasiano
19.76;-199.102;-439.266;Belo Horizonte
19.76;-199.102;-439.266;Belo Horizonte
19.76;-199.102;-439.266;Belo Horizonte
19.76;-199.102;-439.266;Belo Horizonte
19.76;-199.102;-439.266;Belo Horizonte
19.80;-199.102;-439.266;Belo Horizonte
19.82;-199.102;-439.266;Belo Horizonte
19.96;-199.102;-439.266;Belo Horizonte
19.98;-206.634;-437.846;Conselheiro Lafaiete
20.0;-199.102;-439.266;Belo Horizonte
20.0;-199.102;-439.266;Belo Horizonte
20.0;-196.397;-438.932;Lagoa Santa
20.0;-188.545;-419.555;Governador Valadares
20.0;-199.102;-439.266;Belo Horizonte
20.0;-199.102;-439.266;Belo Horizonte
20.0;-195.902;-469.438;Araxa
20.0;-199.102;-439.266;Belo Horizonte
20.0;-215.556;-454.364;Varginha
20.0;-199.758;-438.509;Nova Lima
20.0;-199.102;-439.266;Belo Horizonte
20.0;-199.321;-440.539;Contagem
20.0;-199.102;-439.266;Belo Horizonte
20.0;-195.902;-469.438;Araxa
20.0;-199.102;-439.266;Belo Horizonte
20.0;-201.446;-448.912;Divinopolis
20.0;-199.102;-439.266;Belo Horizonte
20.0;-201.446;-448.912;Divinopolis
20.1;-200.367;-441.446;Sarzedo
20.8;-199.102;-439.266;Belo Horizonte
20.20;-199.668;-442.008;Betim
20.23;-199.321;-440.539;Contagem
20.23;-199.321;-440.539;Contagem
20.24;-199.102;-439.266;Belo Horizonte
20.31;-203.765;-43.414;Mariana
20.32;-203.155;-403.128;Vitoria
20.34;-195.902;-469.438;Araxa
20.34;-199.102;-439.266;Belo Horizonte
20.40;-199.102;-439.266;Belo Horizonte
20.40;-225.202;-440.996;Volta Redonda
20.50;-215.556;-454.364;Varginha
20.60;-199.102;-439.266;Belo Horizonte
20.60;-199.102;-439.266;Belo Horizonte
20.60;-199.102;-439.266;Belo Horizonte
20.60;-199.102;-439.266;Belo Horizonte
20.60;-199.102;-439.266;Belo Horizonte
20.73;-199.102;-439.266;Belo Horizonte
20.78;-199.102;-439.266;Belo Horizonte
20.80;-195.902;-469.438;Araxa
20.81;-195.902;-469.438;Araxa
20.87;-196.397;-438.932;Lagoa Santa
20.87;-199.321;-440.539;Contagem
20.89;-215.556;-454.364;Varginha
20.97;-195.902;-469.438;Araxa
21.0;-199.102;-439.266;Belo Horizonte
21.0;-201.446;-448.912;Divinopolis
21.5;-199.668;-442.008;Betim
21.8;-199.102;-439.266;Belo Horizonte
21.17;-199.102;-439.266;Belo Horizonte
21.22;-199.102;-439.266;Belo Horizonte
21.40;-199.102;-439.266;Belo Horizonte
21.50;-199.321;-440.539;Contagem
21.51;-194.703;-425.476;Ipatinga
21.61;-199.102;-439.266;Belo Horizonte
21.70;-199.102;-439.266;Belo Horizonte
21.72;-199.102;-439.266;Belo Horizonte
21.76;-206.982;-44.829;Oliveira
21.76;-198.826;-436.704;Caete
21.76;-201.446;-448.912;Divinopolis
21.76;-199.102;-439.266;Belo Horizonte
21.85;-199.102;-439.266;Belo Horizonte
21.85;-199.102;-439.266;Belo Horizonte
22.0;-199.102;-439.266;Belo Horizonte
22.0;-216.921;-452.511;Tres Coracoes
22.0;-199.102;-439.266;Belo Horizonte
22.0;-21.248;-450.009;Lavras
22.0;-199.102;-439.266;Belo Horizonte
22.10;-199.102;-439.266;Belo Horizonte
22.10;-199.102;-439.266;Belo Horizonte
22.10;-199.102;-439.266;Belo Horizonte
22.10;-196.308;-440.383;Pedro Leopoldo
22.10;-199.102;-439.266;Belo Horizonte
22.10;-204.704;-45.127;Itapecerica
22.10;-199.102;-439.266;Belo Horizonte
22.10;-199.102;-439.266;Belo Horizonte
22.10;-199.321;-440.539;Contagem
22.10;-199.102;-439.266;Belo Horizonte
22.10;-199.102;-439.266;Belo Horizonte
22.10;-199.102;-439.266;Belo Horizonte
22.12;-199.102;-439.266;Belo Horizonte
22.15;-199.102;-439.266;Belo Horizonte
22.19;-199.321;-440.539;Contagem
22.20;-199.102;-439.266;Belo Horizonte
22.20;-199.102;-439.266;Belo Horizonte
22.20;-213.924;-426.896;Cataguases
22.20;-199.102;-439.266;Belo Horizonte
22.22;-199.102;-439.266;Belo Horizonte
22.42;-199.758;-438.509;Nova Lima
22.44;-201.446;-448.912;Divinopolis
22.46;-199.102;-439.266;Belo Horizonte
22.46;-201.446;-448.912;Divinopolis
22.46;-199.102;-439.266;Belo Horizonte
22.46;-201.446;-448.912;Divinopolis
22.50;-199.102;-439.266;Belo Horizonte
22.59;-199.321;-440.539;Contagem
22.59;-199.321;-440.539;Contagem
22.59;-199.321;-440.539;Contagem
22.59;-199.321;-440.539;Contagem
22.59;-198.126;-431.735;Joao Monlevade
22.70;-199.102;-439.266;Belo Horizonte
22.70;-199.321;-440.539;Contagem
22.76;-198.713;-449.847;Nova Serrana
23.0;-199.102;-439.266;Belo Horizonte
23.0;-199.102;-439.266;Belo Horizonte
23.0;-199.102;-439.266;Belo Horizonte
23.0;-199.102;-439.266;Belo Horizonte
23.0;-202.563;-452.107;Pedra do Indaia
23.3;-199.102;-439.266;Belo Horizonte
23.24;-206.634;-437.846;Conselheiro Lafaiete
23.30;-199.102;-439.266;Belo Horizonte
23.30;-21.248;-450.009;Lavras
23.36;-216.921;-452.511;Tres Coracoes
23.37;-195.902;-469.438;Araxa
23.40;-199.102;-439.266;Belo Horizonte
23.44;-201.446;-448.912;Divinopolis
23.69;-199.102;-439.266;Belo Horizonte
23.84;-196.239;-432.312;Itabira
23.84;-199.758;-438.509;Nova Lima
23.85;-199.102;-439.266;Belo Horizonte
23.89;-199.102;-439.266;Belo Horizonte
23.89;-199.102;-439.266;Belo Horizonte
24.0;-199.102;-439.266;Belo Horizonte
24.0;-199.102;-439.266;Belo Horizonte
24.0;-199.102;-439.266;Belo Horizonte
24.1;-199.758;-438.509;Nova Lima
24.2;-201.446;-448.912;Divinopolis
24.2;-199.102;-439.266;Belo Horizonte
24.10;-199.102;-439.266;Belo Horizonte
24.30;-199.102;-439.266;Belo Horizonte
24.50;-199.102;-439.266;Belo Horizonte
24.53;-199.102;-439.266;Belo Horizonte
24.69;-194.569;-442.413;Sete Lagoas
24.69;-199.668;-442.008;Betim
24.96;-199.321;-440.539;Contagem
25.0;-199.102;-439.266;Belo Horizonte
25.0;-182.413;-436.031;Diamantina
25.0;-195.179;-426.276;Coronel Fabriciano
25.0;-199.668;-442.008;Betim
25.0;-199.102;-439.266;Belo Horizonte
25.0;-213.924;-426.896;Cataguases
25.0;-199.102;-439.266;Belo Horizonte
25.0;-199.758;-438.509;Nova Lima
25.0;-199.321;-440.539;Contagem
25.0;-199.102;-439.266;Belo Horizonte
25.0;-199.321;-440.539;Contagem
25.0;-195.902;-469.438;Araxa
25.0;-199.102;-439.266;Belo Horizonte
25.0;-199.102;-439.266;Belo Horizonte
25.0;-20.121;-403.074;Serra
25.0;-199.102;-439.266;Belo Horizonte
25.0;-199.102;-439.266;Belo Horizonte
25.0;-199.321;-440.539;Contagem
25.0;-195.902;-469.438;Araxa
25.0;-199.102;-439.266;Belo Horizonte
25.0;-199.102;-439.266;Belo Horizonte
25.0;-199.102;-439.266;Belo Horizonte
25.11;-199.321;-440.539;Contagem
25.12;-199.102;-439.266;Belo Horizonte
25.17;-199.102;-439.266;Belo Horizonte
25.21;-201.446;-448.912;Divinopolis
25.23;-199.102;-439.266;Belo Horizonte
25.30;-199.102;-439.266;Belo Horizonte
25.33;-199.758;-438.509;Nova Lima
25.34;-199.102;-439.266;Belo Horizonte
25.38;-199.102;-439.266;Belo Horizonte
25.50;-199.102;-439.266;Belo Horizonte
25.50;-194.569;-442.413;Sete Lagoas
25.50;-195.902;-469.438;Araxa
25.50;-199.102;-439.266;Belo Horizonte
25.51;-199.102;-439.266;Belo Horizonte
25.56;-199.102;-439.266;Belo Horizonte
25.56;-199.668;-442.008;Betim
25.60;-199.758;-438.509;Nova Lima
25.72;-195.902;-469.438;Araxa
25.72;-195.902;-469.438;Araxa
25.72;-195.902;-469.438;Araxa
25.75;-199.758;-438.509;Nova Lima
25.77;-196.397;-438.932;Lagoa Santa
25.77;-199.102;-439.266;Belo Horizonte
26.0;-201.446;-448.912;Divinopolis
26.0;-199.102;-439.266;Belo Horizonte
26.0;-199.758;-438.509;Nova Lima
26.0;-17.887;-445.735;Lassance
26.0;-199.102;-439.266;Belo Horizonte
26.0;-199.668;-442.008;Betim
26.0;-199.102;-439.266;Belo Horizonte
26.0;-199.758;-438.509;Nova Lima
26.3;-199.102;-439.266;Belo Horizonte
26.16;-206.634;-437.846;Conselheiro Lafaiete
26.16;-199.102;-439.266;Belo Horizonte
26.26;-199.102;-439.266;Belo Horizonte
26.30;-199.102;-439.266;Belo Horizonte
26.30;-199.102;-439.266;Belo Horizonte
26.31;-199.102;-439.266;Belo Horizonte
26.32;-20.048;-442.749;Sao Joaquim de Bicas
26.39;-199.668;-442.008;Betim
26.50;-199.102;-439.266;Belo Horizonte
26.50;-199.321;-440.539;Contagem
26.51;-199.321;-440.539;Contagem
26.58;-199.668;-442.008;Betim
26.72;-195.902;-469.438;Araxa
26.76;-19.884;-438.263;Sabara
26.76;-199.102;-439.266;Belo Horizonte
26.78;-199.102;-439.266;Belo Horizonte
26.79;-199.102;-439.266;Belo Horizonte
26.88;-199.102;-439.266;Belo Horizonte
27.0;-199.102;-439.266;Belo Horizonte
27.0;-199.102;-439.266;Belo Horizonte
27.10;-199.102;-439.266;Belo Horizonte
27.30;-204.704;-45.127;Itapecerica
27.42;-199.758;-438.509;Nova Lima
27.45;-199.102;-439.266;Belo Horizonte
27.50;-199.102;-439.266;Belo Horizonte
27.50;-199.102;-439.266;Belo Horizonte
27.50;-199.102;-439.266;Belo Horizonte
27.50;-199.758;-438.509;Nova Lima
27.54;-197.548;-438.497;Santa Luzia
27.73;-216.088;-455.691;Eloi Mendes
27.95;-203.825;-404.933;Viana
28.0;-199.102;-439.266;Belo Horizonte
28.0;-199.102;-439.266;Belo Horizonte
28.0;-199.102;-439.266;Belo Horizonte
28.0;-199.102;-439.266;Belo Horizonte
28.0;-199.102;-439.266;Belo Horizonte
28.0;-199.102;-439.266;Belo Horizonte
28.0;-199.102;-439.266;Belo Horizonte
28.0;-195.811;-426.471;Timoteo
28.0;-199.758;-438.509;Nova Lima
28.0;-199.102;-439.266;Belo Horizonte
28.0;-199.102;-439.266;Belo Horizonte
28.0;-199.321;-440.539;Contagem
28.0;-195.902;-469.438;Araxa
28.8;-199.102;-439.266;Belo Horizonte
28.17;-199.102;-439.266;Belo Horizonte
28.32;-199.102;-439.266;Belo Horizonte
28.38;-199.102;-439.266;Belo Horizonte
28.44;-200.707;-442.994;Igarape
28.47;-199.321;-440.539;Contagem
28.48;-199.102;-439.266;Belo Horizonte
28.58;-200.707;-442.994;Igarape
28.60;-199.102;-439.266;Belo Horizonte
28.62;-199.758;-438.509;Nova Lima
28.62;-199.102;-439.266;Belo Horizonte
28.78;-199.102;-439.266;Belo Horizonte
28.79;-201.446;-448.912;Divinopolis
28.79;-201.446;-448.912;Divinopolis
28.79;-201.446;-448.912;Divinopolis
29.0;-199.102;-439.266;Belo Horizonte
29.0;-17.887;-445.735;Lassance
29.0;-199.102;-439.266;Belo Horizonte
29.26;-194.569;-442.413;Sete Lagoas
29.57;-199.668;-442.008;Betim
30.0;-199.102;-439.266;Belo Horizonte
30.0;-199.668;-442.008;Betim
30.0;-199.102;-439.266;Belo Horizonte
30.0;-194.703;-425.476;Ipatinga
30.0;-199.102;-439.266;Belo Horizonte
30.0;-199.102;-439.266;Belo Horizonte
30.0;-199.102;-439.266;Belo Horizonte
30.0;-199.321;-440.539;Contagem
30.0;-199.321;-440.539;Contagem
30.0;-199.668;-442.008;Betim
30.0;-199.102;-439.266;Belo Horizonte
30.0;-199.102;-439.266;Belo Horizonte
30.0;-199.102;-439.266;Belo Horizonte
30.0;-199.668;-442.008;Betim
30.0;-195.902;-469.438;Araxa
30.0;-194.703;-425.476;Ipatinga
30.0;-199.758;-438.509;Nova Lima
30.0;-199.102;-439.266;Belo Horizonte
30.0;-199.102;-439.266;Belo Horizonte
30.0;-199.102;-439.266;Belo Horizonte
30.0;-199.102;-439.266;Belo Horizonte
30.0;-199.102;-439.266;Belo Horizonte
30.0;-199.102;-439.266;Belo Horizonte
30.0;-199.102;-439.266;Belo Horizonte
30.0;-199.102;-439.266;Belo Horizonte
30.5;-21.248;-450.009;Lavras
30.5;-199.668;-442.008;Betim
30.6;-206.634;-437.846;Conselheiro Lafaiete
30.15;-199.102;-439.266;Belo Horizonte
30.20;-199.668;-442.008;Betim
30.21;-199.102;-439.266;Belo Horizonte
30.28;-199.102;-439.266;Belo Horizonte
30.32;-199.102;-439.266;Belo Horizonte
30.33;-199.102;-439.266;Belo Horizonte
30.35;-199.321;-440.539;Contagem
30.45;-199.102;-439.266;Belo Horizonte
30.60;-199.102;-439.266;Belo Horizonte
30.60;-199.102;-439.266;Belo Horizonte
30.84;-199.102;-439.266;Belo Horizonte
30.88;-199.321;-440.539;Contagem
30.90;-199.102;-439.266;Belo Horizonte
30.93;-195.902;-469.438;Araxa
31.0;-199.102;-439.266;Belo Horizonte
31.10;-199.102;-439.266;Belo Horizonte
31.20;-215.556;-454.364;Varginha
31.21;-199.102;-439.266;Belo Horizonte
31.25;-199.102;-439.266;Belo Horizonte
31.46;-199.102;-439.266;Belo Horizonte
31.46;-199.321;-440.539;Contagem
31.46;-199.102;-439.266;Belo Horizonte
31.46;-199.321;-440.539;Contagem
31.46;-199.321;-440.539;Contagem
31.48;-199.102;-439.266;Belo Horizonte
31.76;-201.446;-448.912;Divinopolis
31.93;-202.863;-455.373;Arcos
31.98;-197.548;-438.497;Santa Luzia
32.0;-199.102;-439.266;Belo Horizonte
32.0;-199.758;-438.509;Nova Lima
32.1;-199.102;-439.266;Belo Horizonte
32.15;-199.102;-439.266;Belo Horizonte
32.29;-199.102;-439.266;Belo Horizonte
32.30;-199.102;-439.266;Belo Horizonte
32.67;-199.102;-439.266;Belo Horizonte
32.70;-199.102;-439.266;Belo Horizonte
32.76;-229.129;-432.003;Rio de Janeiro
33.0;-199.102;-439.266;Belo Horizonte
33.0;-216.554;-423.434;Pirapetinga
33.0;-195.902;-469.438;Araxa
33.0;-199.102;-439.266;Belo Horizonte
33.0;-199.102;-439.266;Belo Horizonte
33.0;-199.102;-439.266;Belo Horizonte
33.22;-199.668;-442.008;Betim
33.44;-199.102;-439.266;Belo Horizonte
33.60;-229.129;-432.003;Rio de Janeiro
33.86;-199.102;-439.266;Belo Horizonte
33.99;-188.545;-419.555;Governador Valadares
34.0;-199.758;-438.509;Nova Lima
34.0;-212.214;-437.703;Barbacena
34.0;-199.102;-439.266;Belo Horizonte
34.4;-195.902;-469.438;Araxa
34.5;-20.151;-442.007;Brumadinho
34.10;-199.102;-439.266;Belo Horizonte
34.32;-199.102;-439.266;Belo Horizonte
34.38;-199.102;-439.266;Belo Horizonte
34.70;-199.102;-439.266;Belo Horizonte
34.90;-199.102;-439.266;Belo Horizonte
35.0;-199.102;-439.266;Belo Horizonte
35.0;-195.902;-469.438;Araxa
35.0;-199.102;-439.266;Belo Horizonte
35.0;-199.102;-439.266;Belo Horizonte
35.0;-199.102;-439.266;Belo Horizonte
35.0;-199.102;-439.266;Belo Horizonte
35.0;-199.668;-442.008;Betim
35.0;-199.102;-439.266;Belo Horizonte
35.0;-199.668;-442.008;Betim
35.0;-199.102;-439.266;Belo Horizonte
35.0;-199.668;-442.008;Betim
35.0;-199.102;-439.266;Belo Horizonte
35.0;-199.102;-439.266;Belo Horizonte
35.22;-199.102;-439.266;Belo Horizonte
35.32;-199.321;-440.539;Contagem
35.35;-199.102;-439.266;Belo Horizonte
35.36;-199.102;-439.266;Belo Horizonte
35.54;-199.102;-439.266;Belo Horizonte
35.63;-217.595;-433.398;Juiz de Fora
35.70;-199.102;-439.266;Belo Horizonte
35.73;-199.102;-439.266;Belo Horizonte
35.84;-228.832;-431.034;Niteroi
36.1;-195.811;-426.471;Timoteo
36.10;-195.902;-469.438;Araxa
36.35;-199.321;-440.539;Contagem
36.51;-194.569;-442.413;Sete Lagoas
36.51;-194.569;-442.413;Sete Lagoas
36.51;-198.126;-431.735;Joao Monlevade
36.74;-199.668;-442.008;Betim
36.99;-199.102;-439.266;Belo Horizonte
37.8;-199.102;-439.266;Belo Horizonte
37.10;-199.758;-438.509;Nova Lima
37.19;-173.392;-44.934;Pirapora
37.31;-195.902;-469.438;Araxa
37.66;-199.102;-439.266;Belo Horizonte
37.74;-199.102;-439.266;Belo Horizonte
38.0;-199.102;-439.266;Belo Horizonte
38.0;-199.102;-439.266;Belo Horizonte
38.0;-201.446;-448.912;Divinopolis
38.50;-199.758;-438.509;Nova Lima
39.0;-222.266;-459.389;Pouso Alegre
39.0;-199.102;-439.266;Belo Horizonte
39.11;-199.102;-439.266;Belo Horizonte
39.34;-199.102;-439.266;Belo Horizonte
39.34;-199.102;-439.266;Belo Horizonte
39.34;-199.102;-439.266;Belo Horizonte
39.35;-199.321;-440.539;Contagem
39.52;-199.102;-439.266;Belo Horizonte
39.60;-199.668;-442.008;Betim
39.66;-206.634;-437.846;Conselheiro Lafaiete
39.66;-199.321;-440.539;Contagem
39.66;-206.634;-437.846;Conselheiro Lafaiete
39.66;-199.321;-440.539;Contagem
40.0;-199.102;-439.266;Belo Horizonte
40.0;-195.902;-469.438;Araxa
40.0;-199.102;-439.266;Belo Horizonte
40.0;-197.548;-438.497;Santa Luzia
40.0;-199.102;-439.266;Belo Horizonte
40.0;-187.713;-429.312;Guanhães
40.0;-199.102;-439.266;Belo Horizonte
40.0;-199.102;-439.266;Belo Horizonte
40.0;-199.102;-439.266;Belo Horizonte
40.0;-199.102;-439.266;Belo Horizonte
40.0;-199.758;-438.509;Nova Lima
40.2;-199.102;-439.266;Belo Horizonte
40.2;-199.102;-439.266;Belo Horizonte
40.6;-199.668;-442.008;Betim
40.11;-199.102;-439.266;Belo Horizonte
40.28;-199.102;-439.266;Belo Horizonte
40.33;-199.321;-440.539;Contagem
40.40;-199.668;-442.008;Betim
40.77;-199.321;-440.539;Contagem
40.80;-199.102;-439.266;Belo Horizonte
40.80;-229.129;-432.003;Rio de Janeiro
40.91;-190.344;-434.221;Conceicao do Mato Dentro
41.6;-199.758;-438.509;Nova Lima
41.10;-157.993;-432.941;Nova Porteirinha
41.10;-157.993;-432.941;Nova Porteirinha
41.26;-199.102;-439.266;Belo Horizonte
41.30;-199.102;-439.266;Belo Horizonte
41.44;-201.446;-448.912;Divinopolis
41.57;-20.048;-442.749;Sao Joaquim de Bicas
41.65;-199.102;-439.266;Belo Horizonte
41.75;-195.902;-469.438;Araxa
41.75;-195.902;-469.438;Araxa
41.75;-195.902;-469.438;Araxa
41.75;-195.902;-469.438;Araxa
41.75;-195.902;-469.438;Araxa
41.91;-199.321;-440.539;Contagem
41.96;-199.321;-440.539;Contagem
42.0;-199.102;-439.266;Belo Horizonte
42.0;-229.129;-432.003;Rio de Janeiro
42.0;-199.102;-439.266;Belo Horizonte
42.0;-199.758;-438.509;Nova Lima
42.14;-199.102;-439.266;Belo Horizonte
42.36;-195.902;-469.438;Araxa
42.36;-195.902;-469.438;Araxa
42.41;-195.902;-469.438;Araxa
42.41;-195.902;-469.438;Araxa
42.61;-199.668;-442.008;Betim
42.93;-199.102;-439.266;Belo Horizonte
42.93;-199.102;-439.266;Belo Horizonte
43.0;-215.556;-454.364;Varginha
43.0;-199.758;-438.509;Nova Lima
43.16;-199.321;-440.539;Contagem
43.27;-199.102;-439.266;Belo Horizonte
43.47;-199.102;-439.266;Belo Horizonte
43.67;-199.668;-442.008;Betim
43.79;-195.902;-469.438;Araxa
43.86;-185.699;-465.013;Patos de Minas
43.96;-199.668;-442.008;Betim
43.99;-199.102;-439.266;Belo Horizonte
44.4;-199.102;-439.266;Belo Horizonte
44.30;-199.668;-442.008;Betim
44.30;-199.668;-442.008;Betim
44.56;-199.102;-439.266;Belo Horizonte
44.64;-199.102;-439.266;Belo Horizonte
44.82;-199.321;-440.539;Contagem
45.0;-199.102;-439.266;Belo Horizonte
45.0;-199.102;-439.266;Belo Horizonte
45.0;-199.102;-439.266;Belo Horizonte
45.0;-199.102;-439.266;Belo Horizonte
45.0;-22.854;-463.178;Extrema
45.0;-199.102;-439.266;Belo Horizonte
45.0;-22.854;-463.178;Extrema
45.0;-199.102;-439.266;Belo Horizonte
45.0;-19.764;-443.065;Esmeraldas
45.0;-199.668;-442.008;Betim
45.10;-201.446;-448.912;Divinopolis
45.13;-201.446;-448.912;Divinopolis
45.16;-195.902;-469.438;Araxa
45.16;-195.902;-469.438;Araxa
45.40;-215.556;-454.364;Varginha
45.64;-199.102;-439.266;Belo Horizonte
45.90;-199.102;-439.266;Belo Horizonte
45.93;-199.102;-439.266;Belo Horizonte
46.0;-229.129;-432.003;Rio de Janeiro
46.7;-199.102;-439.266;Belo Horizonte
46.43;-20.151;-442.007;Brumadinho
46.76;-199.102;-439.266;Belo Horizonte
46.87;-199.102;-439.266;Belo Horizonte
46.89;-199.102;-439.266;Belo Horizonte
46.93;-222.266;-459.389;Pouso Alegre
47.0;-199.758;-438.509;Nova Lima
47.0;-199.102;-439.266;Belo Horizonte
47.0;-199.758;-438.509;Nova Lima
47.9;-199.102;-439.266;Belo Horizonte
47.32;-199.321;-440.539;Contagem
47.39;-195.902;-469.438;Araxa
47.40;-199.102;-439.266;Belo Horizonte
47.50;-199.102;-439.266;Belo Horizonte
47.55;-199.102;-439.266;Belo Horizonte
47.55;-199.102;-439.266;Belo Horizonte
47.56;-199.102;-439.266;Belo Horizonte
47.56;-199.102;-439.266;Belo Horizonte
47.56;-199.102;-439.266;Belo Horizonte
47.56;-199.102;-439.266;Belo Horizonte
47.56;-199.102;-439.266;Belo Horizonte
47.56;-199.102;-439.266;Belo Horizonte
47.60;-199.102;-439.266;Belo Horizonte
47.60;-199.321;-440.539;Contagem
47.60;-199.102;-439.266;Belo Horizonte
47.60;-199.321;-440.539;Contagem
47.60;-199.102;-439.266;Belo Horizonte
47.60;-199.102;-439.266;Belo Horizonte
47.61;-199.102;-439.266;Belo Horizonte
47.70;-199.102;-439.266;Belo Horizonte
47.83;-191.083;-466.961;Serra do Salitre
47.92;-201.446;-448.912;Divinopolis
47.97;-199.102;-439.266;Belo Horizonte
48.17;-199.102;-439.266;Belo Horizonte
48.19;-199.102;-439.266;Belo Horizonte
48.42;-199.102;-439.266;Belo Horizonte
48.44;-199.102;-439.266;Belo Horizonte
48.48;-199.102;-439.266;Belo Horizonte
48.76;-195.902;-469.438;Araxa
48.87;-199.102;-439.266;Belo Horizonte
48.91;-201.446;-448.912;Divinopolis
49.1;-199.102;-439.266;Belo Horizonte
49.6;-199.102;-439.266;Belo Horizonte
49.6;-210.127;-428.361;Visconde do Rio Branco
49.6;-195.902;-469.438;Araxa
49.6;-199.166;-468.264;Tapira
49.28;-199.102;-439.266;Belo Horizonte
49.45;-201.446;-448.912;Divinopolis
49.56;-199.102;-439.266;Belo Horizonte
49.81;-199.102;-439.266;Belo Horizonte
50.0;-199.758;-438.509;Nova Lima
50.0;-199.102;-439.266;Belo Horizonte
50.0;-194.703;-425.476;Ipatinga
50.0;-199.102;-439.266;Belo Horizonte
50.0;-199.102;-439.266;Belo Horizonte
50.0;-199.102;-439.266;Belo Horizonte
50.0;-199.668;-442.008;Betim
50.5;-210.932;-450.896;Perdões
50.16;-199.102;-439.266;Belo Horizonte
50.17;-199.102;-439.266;Belo Horizonte
50.36;-199.102;-439.266;Belo Horizonte
50.47;-199.102;-439.266;Belo Horizonte
50.62;-199.102;-439.266;Belo Horizonte
50.85;-199.102;-439.266;Belo Horizonte
50.85;-199.102;-439.266;Belo Horizonte
50.94;-199.102;-439.266;Belo Horizonte
50.94;-199.102;-439.266;Belo Horizonte
50.94;-199.102;-439.266;Belo Horizonte
50.94;-199.102;-439.266;Belo Horizonte
50.94;-199.102;-439.266;Belo Horizonte
50.94;-199.102;-439.266;Belo Horizonte
51.0;-199.102;-439.266;Belo Horizonte
51.0;-199.102;-439.266;Belo Horizonte
51.22;-199.102;-439.266;Belo Horizonte
51.22;-199.102;-439.266;Belo Horizonte
51.37;-199.102;-439.266;Belo Horizonte
51.39;-195.902;-469.438;Araxa
51.50;-199.102;-439.266;Belo Horizonte
51.50;-199.102;-439.266;Belo Horizonte
51.56;-198.534;-446.114;Para de Minas
51.82;-199.102;-439.266;Belo Horizonte
51.87;-199.102;-439.266;Belo Horizonte
51.87;-196.397;-438.932;Lagoa Santa
51.89;-201.446;-448.912;Divinopolis
52.21;-199.102;-439.266;Belo Horizonte
52.26;-199.102;-439.266;Belo Horizonte
52.43;-201.446;-448.912;Divinopolis
52.79;-199.102;-439.266;Belo Horizonte
53.84;-199.102;-439.266;Belo Horizonte
54.14;-201.446;-448.912;Divinopolis
54.14;-201.446;-448.912;Divinopolis
54.14;-201.446;-448.912;Divinopolis
54.14;-194.569;-442.413;Sete Lagoas
54.17;-199.102;-439.266;Belo Horizonte
54.23;-229.129;-432.003;Rio de Janeiro
54.69;-199.102;-439.266;Belo Horizonte
54.72;-199.102;-439.266;Belo Horizonte
55.0;-199.102;-439.266;Belo Horizonte
55.0;-199.102;-439.266;Belo Horizonte
55.0;-229.129;-432.003;Rio de Janeiro
55.0;-199.102;-439.266;Belo Horizonte
55.0;-199.102;-439.266;Belo Horizonte
55.17;-206.634;-437.846;Conselheiro Lafaiete
55.30;-199.321;-440.539;Contagem
55.50;-199.758;-438.509;Nova Lima
55.56;-206.634;-437.846;Conselheiro Lafaiete
55.63;-199.102;-439.266;Belo Horizonte
55.75;-194.569;-442.413;Sete Lagoas
55.77;-194.569;-442.413;Sete Lagoas
56.7;-199.102;-439.266;Belo Horizonte
56.10;-199.102;-439.266;Belo Horizonte
56.50;-199.102;-439.266;Belo Horizonte
56.50;-199.102;-439.266;Belo Horizonte
56.50;-199.102;-439.266;Belo Horizonte
56.50;-199.102;-439.266;Belo Horizonte
56.50;-199.102;-439.266;Belo Horizonte
56.50;-199.102;-439.266;Belo Horizonte
56.50;-199.102;-439.266;Belo Horizonte
56.50;-199.102;-439.266;Belo Horizonte
56.50;-199.102;-439.266;Belo Horizonte
56.66;-198.713;-449.847;Nova Serrana
56.73;-199.668;-442.008;Betim
56.73;-199.668;-442.008;Betim
56.79;-199.102;-439.266;Belo Horizonte
57.7;-199.102;-439.266;Belo Horizonte
57.7;-199.102;-439.266;Belo Horizonte
57.20;-194.703;-425.476;Ipatinga
57.24;-199.321;-440.539;Contagem
57.24;-199.102;-439.266;Belo Horizonte
57.24;-20.151;-442.007;Brumadinho
57.29;-199.102;-439.266;Belo Horizonte
57.31;-199.102;-439.266;Belo Horizonte
57.43;-199.102;-439.266;Belo Horizonte
57.43;-199.102;-439.266;Belo Horizonte
57.69;-194.569;-442.413;Sete Lagoas
58.5;-199.102;-439.266;Belo Horizonte
58.8;-199.758;-438.509;Nova Lima
58.22;-20.121;-403.074;Serra
58.43;-199.102;-439.266;Belo Horizonte
58.79;-199.102;-439.266;Belo Horizonte
58.79;-199.102;-439.266;Belo Horizonte
58.79;-199.102;-439.266;Belo Horizonte
58.79;-199.102;-439.266;Belo Horizonte
58.96;-199.321;-440.539;Contagem
59.10;-198.534;-446.114;Para de Minas
59.10;-198.534;-446.114;Para de Minas
59.29;-199.102;-439.266;Belo Horizonte
59.29;-199.102;-439.266;Belo Horizonte
60.0;-199.668;-442.008;Betim
60.0;-199.321;-440.539;Contagem
